day,type,value_buy,value_sell
2014-08-20,Blue,13.00,13.00
2014-08-19,Oficial,8.00,8.00
2014-08-19,Blue,13.00,13.00
2014-08-18,Oficial,8.00,8.00
2014-08-18,Blue,13.00,13.00
2014-08-17,Oficial,8.00,8.00
2014-08-17,Blue,13.00,13.00
2014-08-16,Oficial,8.00,8.00
2014-08-16,Blue,13.00,13.00
2014-08-15,Oficial,8.00,8.00
2014-08-15,Blue,13.00,13.00
2014-08-14,Oficial,8.00,8.00
2014-08-14,Blue,13.00,13.00
2014-08-13,Oficial,8.00,8.00
2014-08-13,Blue,13.00,13.00
2014-08-12,Oficial,8.00,8.00
2014-08-12,Blue,13.00,13.00
2014-08-11,Oficial,8.00,8.00
2014-08-11,Blue,13.00,13.00
2014-08-10,Oficial,8.00,8.00
2014-08-10,Blue,13.00,13.00
2014-08-09,Oficial,8.00,8.00
2014-08-09,Blue,13.00,13.00
2014-08-08,Oficial,8.00,8.00
2014-08-08,Blue,13.00,13.00
2014-08-07,Oficial,8.00,8.00
2014-08-07,Blue,13.00,13.00
2014-08-06,Oficial,8.00,8.00
2014-08-06,Blue,13.00,13.00
2014-08-05,Oficial,8.00,8.00
2014-08-05,Blue,13.00,13.00
2014-08-04,Oficial,8.00,8.00
2014-08-04,Blue,13.00,13.00
2014-08-03,Oficial,8.00,8.00
2014-08-03,Blue,13.00,13.00
2014-08-02,Oficial,8.00,8.00
2014-08-02,Blue,13.00,13.00
2014-08-01,Oficial,8.00,8.00
2014-08-01,Blue,13.00,13.00
2014-07-31,Oficial,8.00,8.00
2014-07-31,Blue,12.00,13.00
2014-07-30,Oficial,8.00,8.00
2014-07-30,Blue,12.00,13.00
2014-07-29,Oficial,8.00,8.00
2014-07-29,Blue,13.00,13.00
2014-07-28,Oficial,8.00,8.00
2014-07-28,Blue,13.00,13.00
2014-07-27,Oficial,8.00,8.00
2014-07-27,Blue,12.00,13.00
2014-07-26,Oficial,8.00,8.00
2014-07-26,Blue,12.00,13.00
2014-07-25,Oficial,8.00,8.00
2014-07-25,Blue,12.00,13.00
2014-07-24,Oficial,8.00,8.00
2014-07-24,Blue,12.00,13.00
2014-07-23,Oficial,8.00,8.00
2014-07-23,Blue,12.00,13.00
2014-07-22,Oficial,8.00,8.00
2014-07-22,Blue,12.00,12.00
2014-07-21,Oficial,8.00,8.00
2014-07-21,Blue,12.00,12.00
2014-07-20,Oficial,8.00,8.00
2014-07-20,Blue,12.00,12.00
2014-07-19,Oficial,8.00,8.00
2014-07-19,Blue,12.00,12.00
2014-07-18,Oficial,8.00,8.00
2014-07-18,Blue,12.00,12.00
2014-07-17,Oficial,8.00,8.00
2014-07-17,Blue,12.00,12.00
2014-07-16,Oficial,8.00,8.00
2014-07-16,Blue,12.00,12.00
2014-07-15,Oficial,8.00,8.00
2014-07-15,Blue,12.00,12.00
2014-07-14,Oficial,8.00,8.00
2014-07-14,Blue,12.00,12.00
2014-07-13,Oficial,8.00,8.00
2014-07-13,Blue,12.00,12.00
2014-07-12,Oficial,8.00,8.00
2014-07-12,Blue,12.00,12.00
2014-07-11,Oficial,8.00,8.00
2014-07-11,Blue,12.00,12.00
2014-07-10,Oficial,8.00,8.00
2014-07-10,Blue,12.00,12.00
2014-07-09,Oficial,8.00,8.00
2014-07-09,Blue,12.00,12.00
2014-07-08,Oficial,8.00,8.00
2014-07-08,Blue,12.00,12.00
2014-07-07,Oficial,8.00,8.00
2014-07-07,Blue,12.00,12.00
2014-07-06,Oficial,8.00,8.00
2014-07-06,Blue,12.00,12.00
2014-07-05,Oficial,8.00,8.00
2014-07-05,Blue,12.00,12.00
2014-07-04,Oficial,8.00,8.00
2014-07-04,Blue,12.00,12.00
2014-07-03,Oficial,8.00,8.00
2014-07-03,Blue,12.00,12.00
2014-07-02,Oficial,8.00,8.00
2014-07-02,Blue,12.00,12.00
2014-07-01,Oficial,8.00,8.00
2014-07-01,Blue,12.00,12.00
2014-06-30,Oficial,8.00,8.00
2014-06-30,Blue,12.00,12.00
2014-06-29,Oficial,8.00,8.00
2014-06-29,Blue,12.00,12.00
2014-06-28,Oficial,8.00,8.00
2014-06-28,Blue,12.00,12.00
2014-06-27,Oficial,8.00,8.00
2014-06-27,Blue,12.00,12.00
2014-06-26,Oficial,8.00,8.00
2014-06-26,Blue,12.00,12.00
2014-06-25,Oficial,8.00,8.00
2014-06-25,Blue,12.00,12.00
2014-06-24,Oficial,8.00,8.00
2014-06-24,Blue,12.00,12.00
2014-06-23,Oficial,8.00,8.00
2014-06-23,Blue,12.00,12.00
2014-06-22,Oficial,8.00,8.00
2014-06-22,Blue,12.00,13.00
2014-06-21,Oficial,8.00,8.00
2014-06-21,Blue,12.00,13.00
2014-06-20,Oficial,8.00,8.00
2014-06-20,Blue,12.00,13.00
2014-06-19,Oficial,8.00,8.00
2014-06-19,Blue,12.00,12.00
2014-06-18,Oficial,8.00,8.00
2014-06-18,Blue,12.00,12.00
2014-06-17,Oficial,8.00,8.00
2014-06-17,Blue,12.00,12.00
2014-06-16,Oficial,8.00,8.00
2014-06-16,Blue,12.00,12.00
2014-06-15,Oficial,8.00,8.00
2014-06-15,Blue,12.00,12.00
2014-06-14,Oficial,8.00,8.00
2014-06-14,Blue,12.00,12.00
2014-06-13,Oficial,8.00,8.00
2014-06-13,Blue,12.00,12.00
2014-06-12,Oficial,8.00,8.00
2014-06-12,Blue,12.00,12.00
2014-06-11,Oficial,8.00,8.00
2014-06-11,Blue,12.00,12.00
2014-06-10,Oficial,8.00,8.00
2014-06-10,Blue,11.00,12.00
2014-06-09,Oficial,8.00,8.00
2014-06-09,Blue,11.00,12.00
2014-06-08,Oficial,8.00,8.00
2014-06-08,Blue,11.00,12.00
2014-06-07,Oficial,8.00,8.00
2014-06-07,Blue,11.00,12.00
2014-06-06,Oficial,8.00,8.00
2014-06-06,Blue,11.00,12.00
2014-06-05,Oficial,8.00,8.00
2014-06-05,Blue,11.00,12.00
2014-06-04,Oficial,8.00,8.00
2014-06-04,Blue,11.00,12.00
2014-06-03,Oficial,8.00,8.00
2014-06-03,Blue,11.00,11.00
2014-06-02,Oficial,8.00,8.00
2014-06-02,Blue,11.00,11.00
2014-06-01,Oficial,8.00,8.00
2014-06-01,Blue,11.00,11.00
2014-05-31,Oficial,8.00,8.00
2014-05-31,Blue,11.00,11.00
2014-05-30,Oficial,8.00,8.00
2014-05-30,Blue,12.00,12.00
2014-05-29,Oficial,8.00,8.00
2014-05-29,Blue,12.00,12.00
2014-05-28,Oficial,8.00,8.00
2014-05-28,Blue,12.00,12.00
2014-05-27,Oficial,8.00,8.00
2014-05-27,Blue,11.00,12.00
2014-05-26,Oficial,8.00,8.00
2014-05-26,Blue,11.00,11.00
2014-05-25,Oficial,8.00,8.00
2014-05-25,Blue,11.00,11.00
2014-05-24,Oficial,8.00,8.00
2014-05-24,Blue,11.00,11.00
2014-05-23,Oficial,8.00,8.00
2014-05-23,Blue,12.00,12.00
2014-05-22,Oficial,8.00,8.00
2014-05-22,Blue,12.00,12.00
2014-05-21,Oficial,8.00,8.00
2014-05-21,Blue,12.00,12.00
2014-05-20,Oficial,8.00,8.00
2014-05-20,Blue,11.00,11.00
2014-05-19,Oficial,8.00,8.00
2014-05-19,Blue,11.00,11.00
2014-05-18,Oficial,8.00,8.00
2014-05-18,Blue,11.00,11.00
2014-05-17,Oficial,8.00,8.00
2014-05-17,Blue,11.00,11.00
2014-05-16,Oficial,8.00,8.00
2014-05-16,Blue,11.00,11.00
2014-05-15,Oficial,8.00,8.00
2014-05-15,Blue,11.00,11.00
2014-05-14,Oficial,8.00,8.00
2014-05-14,Blue,11.00,11.00
2014-05-13,Oficial,8.00,8.00
2014-05-13,Blue,11.00,11.00
2014-05-12,Oficial,8.00,8.00
2014-05-12,Blue,11.00,11.00
2014-05-11,Oficial,8.00,8.00
2014-05-11,Blue,11.00,11.00
2014-05-10,Oficial,8.00,8.00
2014-05-10,Blue,11.00,11.00
2014-05-09,Oficial,8.00,8.00
2014-05-09,Blue,11.00,11.00
2014-05-08,Oficial,8.00,8.00
2014-05-08,Blue,11.00,11.00
2014-05-07,Oficial,8.00,8.00
2014-05-07,Blue,10.00,11.00
2014-05-06,Oficial,8.00,8.00
2014-05-06,Blue,10.00,11.00
2014-05-05,Oficial,8.00,8.00
2014-05-05,Blue,10.00,11.00
2014-05-04,Oficial,8.00,8.00
2014-05-04,Blue,10.00,11.00
2014-05-03,Oficial,8.00,8.00
2014-05-03,Blue,10.00,11.00
2014-05-02,Oficial,8.00,8.00
2014-05-02,Blue,10.00,11.00
2014-05-01,Oficial,8.00,8.00
2014-05-01,Blue,10.00,11.00
2014-04-30,Oficial,8.00,8.00
2014-04-30,Blue,10.00,11.00
2014-04-29,Oficial,8.00,8.00
2014-04-29,Blue,11.00,11.00
2014-04-28,Oficial,8.00,8.00
2014-04-28,Blue,11.00,11.00
2014-04-27,Oficial,8.00,8.00
2014-04-27,Blue,11.00,11.00
2014-04-26,Oficial,8.00,8.00
2014-04-26,Blue,11.00,11.00
2014-04-25,Oficial,8.00,8.00
2014-04-25,Blue,11.00,11.00
2014-04-24,Oficial,8.00,8.00
2014-04-24,Blue,10.00,11.00
2014-04-23,Oficial,8.00,8.00
2014-04-23,Blue,10.00,10.00
2014-04-22,Oficial,8.00,8.00
2014-04-22,Blue,10.00,10.00
2014-04-21,Oficial,8.00,8.00
2014-04-21,Blue,10.00,10.00
2014-04-20,Oficial,8.00,8.00
2014-04-20,Blue,10.00,10.00
2014-04-19,Oficial,8.00,8.00
2014-04-19,Blue,10.00,10.00
2014-04-18,Oficial,8.00,8.00
2014-04-18,Blue,10.00,10.00
2014-04-17,Oficial,8.00,8.00
2014-04-17,Blue,10.00,10.00
2014-04-16,Oficial,8.00,8.00
2014-04-16,Blue,10.00,10.00
2014-04-15,Oficial,8.00,8.00
2014-04-15,Blue,10.00,10.00
2014-04-14,Oficial,8.00,8.00
2014-04-14,Blue,10.00,10.00
2014-04-13,Oficial,8.00,8.00
2014-04-13,Blue,10.00,10.00
2014-04-12,Oficial,8.00,8.00
2014-04-12,Blue,10.00,10.00
2014-04-11,Oficial,8.00,8.00
2014-04-11,Blue,10.00,10.00
2014-04-10,Oficial,8.00,8.00
2014-04-10,Blue,10.00,10.00
2014-04-09,Oficial,8.00,8.00
2014-04-09,Blue,10.00,10.00
2014-04-08,Oficial,8.00,8.00
2014-04-08,Blue,10.00,11.00
2014-04-07,Oficial,8.00,8.00
2014-04-07,Blue,11.00,11.00
2014-04-06,Oficial,8.00,8.00
2014-04-06,Blue,11.00,11.00
2014-04-05,Oficial,8.00,8.00
2014-04-05,Blue,11.00,11.00
2014-04-04,Oficial,8.00,8.00
2014-04-04,Blue,11.00,11.00
2014-04-03,Oficial,8.00,8.00
2014-04-03,Blue,11.00,11.00
2014-04-02,Oficial,8.00,8.00
2014-04-02,Blue,11.00,11.00
2014-04-01,Oficial,8.00,8.00
2014-04-01,Blue,11.00,11.00
2014-03-31,Oficial,8.00,8.00
2014-03-31,Blue,11.00,11.00
2014-03-30,Oficial,8.00,8.00
2014-03-30,Blue,11.00,11.00
2014-03-29,Oficial,8.00,8.00
2014-03-29,Blue,11.00,11.00
2014-03-28,Oficial,8.00,8.00
2014-03-28,Blue,11.00,11.00
2014-03-27,Oficial,8.00,8.00
2014-03-27,Blue,11.00,11.00
2014-03-26,Oficial,8.00,8.00
2014-03-26,Blue,11.00,11.00
2014-03-25,Oficial,8.00,8.00
2014-03-25,Blue,11.00,11.00
2014-03-24,Oficial,8.00,8.00
2014-03-24,Blue,11.00,11.00
2014-03-23,Oficial,8.00,8.00
2014-03-23,Blue,11.00,11.00
2014-03-22,Oficial,8.00,8.00
2014-03-22,Blue,11.00,11.00
2014-03-21,Oficial,8.00,8.00
2014-03-21,Blue,11.00,11.00
2014-03-20,Oficial,8.00,8.00
2014-03-20,Blue,11.00,11.00
2014-03-19,Oficial,8.00,8.00
2014-03-19,Blue,11.00,11.00
2014-03-18,Oficial,8.00,8.00
2014-03-18,Blue,11.00,11.00
2014-03-17,Oficial,8.00,8.00
2014-03-17,Blue,11.00,11.00
2014-03-16,Oficial,8.00,8.00
2014-03-16,Blue,11.00,11.00
2014-03-15,Oficial,8.00,8.00
2014-03-15,Blue,11.00,11.00
2014-03-14,Oficial,8.00,8.00
2014-03-14,Blue,11.00,11.00
2014-03-13,Oficial,8.00,8.00
2014-03-13,Blue,11.00,11.00
2014-03-12,Oficial,8.00,8.00
2014-03-12,Blue,11.00,11.00
2014-03-11,Oficial,8.00,8.00
2014-03-11,Blue,11.00,11.00
2014-03-10,Oficial,8.00,8.00
2014-03-10,Blue,11.00,11.00
2014-03-09,Oficial,8.00,8.00
2014-03-09,Blue,11.00,11.00
2014-03-08,Oficial,8.00,8.00
2014-03-08,Blue,11.00,11.00
2014-03-07,Oficial,8.00,8.00
2014-03-07,Blue,11.00,11.00
2014-03-06,Oficial,8.00,8.00
2014-03-06,Blue,11.00,11.00
2014-03-05,Oficial,8.00,8.00
2014-03-05,Blue,11.00,11.00
2014-03-04,Oficial,8.00,8.00
2014-03-04,Blue,11.00,11.00
2014-03-03,Oficial,8.00,8.00
2014-03-03,Blue,11.00,11.00
2014-03-02,Oficial,8.00,8.00
2014-03-02,Blue,11.00,11.00
2014-03-01,Oficial,8.00,8.00
2014-03-01,Blue,11.00,11.00
2014-02-28,Oficial,8.00,8.00
2014-02-28,Blue,11.00,11.00
2014-02-27,Oficial,8.00,8.00
2014-02-27,Blue,12.00,12.00
2014-02-26,Oficial,8.00,8.00
2014-02-26,Blue,12.00,12.00
2014-02-25,Oficial,8.00,8.00
2014-02-25,Blue,12.00,12.00
2014-02-24,Oficial,8.00,8.00
2014-02-24,Blue,12.00,12.00
2014-02-23,Oficial,8.00,8.00
2014-02-23,Blue,12.00,12.00
2014-02-22,Oficial,8.00,8.00
2014-02-22,Blue,12.00,12.00
2014-02-21,Oficial,8.00,8.00
2014-02-21,Blue,12.00,12.00
2014-02-20,Oficial,8.00,8.00
2014-02-20,Blue,12.00,12.00
2014-02-19,Oficial,8.00,8.00
2014-02-19,Blue,12.00,12.00
2014-02-18,Oficial,8.00,8.00
2014-02-18,Blue,12.00,12.00
2014-02-17,Oficial,8.00,8.00
2014-02-17,Blue,12.00,12.00
2014-02-16,Oficial,8.00,8.00
2014-02-16,Blue,12.00,12.00
2014-02-15,Oficial,8.00,8.00
2014-02-15,Blue,12.00,12.00
2014-02-14,Oficial,8.00,8.00
2014-02-14,Blue,12.00,12.00
2014-02-13,Oficial,8.00,8.00
2014-02-13,Blue,12.00,12.00
2014-02-12,Oficial,8.00,8.00
2014-02-12,Blue,12.00,12.00
2014-02-11,Oficial,8.00,8.00
2014-02-11,Blue,12.00,12.00
2014-02-10,Oficial,8.00,8.00
2014-02-10,Blue,12.00,12.00
2014-02-07,Oficial,8.00,8.00
2014-02-07,Blue,12.00,12.00
2014-02-06,Oficial,8.00,8.00
2014-02-06,Blue,12.00,12.00
2014-02-05,Oficial,8.00,8.00
2014-02-05,Blue,12.00,12.00
2014-02-04,Oficial,8.00,8.00
2014-02-04,Blue,13.00,12.00
2014-02-03,Oficial,8.00,8.00
2014-02-03,Blue,13.00,12.00
2014-01-31,Oficial,8.00,8.00
2014-01-31,Blue,13.00,13.00
2014-01-30,Oficial,8.00,8.00
2014-01-30,Blue,13.00,13.00
2014-01-29,Oficial,8.00,8.00
2014-01-29,Blue,13.00,13.00
2014-01-28,Oficial,8.00,8.00
2014-01-28,Blue,12.00,12.00
2014-01-27,Oficial,8.00,8.00
2014-01-27,Blue,12.00,12.00
2014-01-24,Oficial,8.00,8.00
2014-01-24,Blue,12.00,12.00
2014-01-23,Oficial,8.00,8.00
2014-01-23,Blue,13.00,13.00
2014-01-22,Oficial,7.00,7.00
2014-01-22,Blue,12.00,12.00
2014-01-21,Oficial,7.00,7.00
2014-01-21,Blue,12.00,12.00
2014-01-20,Oficial,7.00,7.00
2014-01-20,Blue,12.00,12.00
2014-01-17,Oficial,7.00,7.00
2014-01-17,Blue,12.00,12.00
2014-01-16,Oficial,7.00,7.00
2014-01-16,Blue,11.00,11.00
2014-01-15,Oficial,7.00,7.00
2014-01-15,Blue,11.00,11.00
2014-01-14,Oficial,7.00,7.00
2014-01-14,Blue,11.00,11.00
2014-01-13,Oficial,7.00,7.00
2014-01-13,Blue,11.00,11.00
2014-01-10,Oficial,7.00,7.00
2014-01-10,Blue,11.00,11.00
2014-01-09,Oficial,7.00,7.00
2014-01-09,Blue,11.00,11.00
2014-01-08,Oficial,7.00,7.00
2014-01-08,Blue,11.00,11.00
2014-01-07,Oficial,7.00,7.00
2014-01-07,Blue,11.00,11.00
2014-01-06,Oficial,7.00,6.00
2014-01-06,Blue,10.00,10.00
2014-01-03,Oficial,7.00,6.00
2014-01-03,Blue,10.00,10.00
2014-01-02,Oficial,7.00,6.00
2014-01-02,Blue,10.00,10.00
2013-12-30,Oficial,7.00,6.00
2013-12-30,Blue,10.00,10.00
2013-12-27,Oficial,6.00,6.00
2013-12-27,Blue,10.00,10.00
2013-12-26,Oficial,6.00,6.00
2013-12-26,Blue,10.00,10.00
2013-12-23,Oficial,6.00,6.00
2013-12-23,Blue,10.00,10.00
2013-12-20,Oficial,6.00,6.00
2013-12-20,Blue,10.00,10.00
2013-12-19,Oficial,6.00,6.00
2013-12-19,Blue,10.00,10.00
2013-12-16,Oficial,6.00,6.00
2013-12-16,Blue,10.00,10.00
2013-12-13,Oficial,6.00,6.00
2013-12-13,Blue,10.00,9.00
2013-12-12,Oficial,6.00,6.00
2013-12-12,Blue,10.00,9.00
2013-12-11,Oficial,6.00,6.00
2013-12-11,Blue,10.00,9.00
2013-12-10,Oficial,6.00,6.00
2013-12-10,Blue,10.00,9.00
2013-12-09,Oficial,6.00,6.00
2013-12-09,Blue,10.00,9.00
2013-12-05,Oficial,6.00,6.00
2013-12-05,Blue,10.00,9.00
2013-12-04,Oficial,6.00,6.00
2013-12-04,Blue,10.00,10.00
2013-12-03,Oficial,6.00,6.00
2013-12-03,Blue,9.00,9.00
2013-12-02,Oficial,6.00,6.00
2013-12-02,Blue,9.00,9.00
2013-11-28,Oficial,6.00,6.00
2013-11-28,Blue,10.00,10.00
2013-11-27,Oficial,6.00,6.00
2013-11-27,Blue,10.00,10.00
2013-11-26,Oficial,6.00,6.00
2013-11-26,Blue,10.00,10.00
2013-11-21,Oficial,6.00,6.00
2013-11-21,Blue,10.00,10.00
2013-11-20,Oficial,6.00,6.00
2013-11-20,Blue,10.00,10.00
2013-11-19,Oficial,6.00,6.00
2013-11-19,Blue,10.00,10.00
2013-11-14,Oficial,6.00,6.00
2013-11-14,Blue,10.00,10.00
2013-11-13,Oficial,6.00,6.00
2013-11-13,Blue,10.00,10.00
2013-11-12,Oficial,6.00,6.00
2013-11-12,Blue,10.00,10.00
2013-11-11,Oficial,6.00,6.00
2013-11-11,Blue,10.00,10.00
2013-11-05,Oficial,6.00,6.00
2013-11-05,Blue,10.00,10.00
2013-10-31,Oficial,6.00,6.00
2013-10-31,Blue,10.00,10.00
2013-10-30,Oficial,6.00,6.00
2013-10-30,Blue,10.00,10.00
2013-10-29,Oficial,6.00,6.00
2013-10-29,Blue,10.00,10.00
2013-10-28,Oficial,6.00,6.00
2013-10-28,Blue,10.00,10.00
2013-10-25,Oficial,6.00,6.00
2013-10-25,Blue,10.00,10.00
2013-10-22,Oficial,6.00,6.00
2013-10-22,Blue,10.00,10.00
2013-10-21,Oficial,6.00,6.00
2013-10-21,Blue,10.00,10.00
2013-10-16,Oficial,6.00,6.00
2013-10-16,Blue,10.00,10.00
2013-10-15,Oficial,6.00,6.00
2013-10-15,Blue,10.00,10.00
2013-10-10,Oficial,6.00,6.00
2013-10-10,Blue,10.00,10.00
2013-10-08,Oficial,6.00,6.00
2013-10-08,Blue,10.00,9.00
2013-10-03,Oficial,6.00,6.00
2013-10-03,Blue,10.00,10.00
2013-10-02,Oficial,6.00,6.00
2013-10-02,Blue,10.00,9.00
2013-10-01,Oficial,6.00,6.00
2013-10-01,Blue,10.00,9.00
2013-09-30,Oficial,6.00,6.00
2013-09-30,Blue,10.00,9.00
2013-09-26,Oficial,6.00,6.00
2013-09-26,Blue,10.00,9.00
2013-09-25,Oficial,6.00,6.00
2013-09-25,Blue,10.00,9.00
2013-09-24,Oficial,6.00,6.00
2013-09-24,Blue,9.00,9.00
2013-09-23,Oficial,6.00,6.00
2013-09-23,Blue,9.00,9.00
2013-09-20,Oficial,6.00,6.00
2013-09-20,Blue,9.00,9.00
2013-09-19,Oficial,6.00,6.00
2013-09-19,Blue,9.00,9.00
2013-09-18,Oficial,6.00,6.00
2013-09-18,Blue,9.00,9.00
2013-09-17,Oficial,6.00,6.00
2013-09-17,Blue,9.00,9.00
2013-09-16,Oficial,6.00,6.00
2013-09-16,Blue,9.00,9.00
2013-09-12,Oficial,6.00,6.00
2013-09-12,Blue,9.00,9.00
2013-09-11,Oficial,6.00,6.00
2013-09-11,Blue,9.00,9.00
2013-09-10,Oficial,6.00,6.00
2013-09-10,Blue,9.00,9.00
2013-09-06,Oficial,6.00,6.00
2013-09-06,Blue,9.00,9.00
2013-09-05,Oficial,6.00,6.00
2013-09-05,Blue,9.00,9.00
2013-09-02,Oficial,6.00,6.00
2013-09-02,Blue,9.00,9.00
2013-08-28,Oficial,6.00,6.00
2013-08-28,Blue,10.00,9.00
2013-08-27,Oficial,6.00,6.00
2013-08-27,Blue,10.00,9.00
2013-08-26,Oficial,6.00,6.00
2013-08-26,Blue,9.00,9.00
2013-08-23,Oficial,6.00,6.00
2013-08-23,Blue,9.00,9.00
2013-08-22,Oficial,6.00,6.00
2013-08-22,Blue,9.00,9.00
2013-08-21,Oficial,6.00,6.00
2013-08-21,Blue,9.00,9.00
2013-08-20,Oficial,6.00,6.00
2013-08-20,Blue,9.00,9.00
2013-08-16,Oficial,6.00,5.00
2013-08-16,Blue,9.00,9.00
2013-08-15,Oficial,6.00,5.00
2013-08-15,Blue,9.00,9.00
2013-08-14,Oficial,6.00,5.00
2013-08-14,Blue,9.00,9.00
2013-08-13,Oficial,6.00,5.00
2013-08-13,Blue,9.00,9.00
2013-08-12,Oficial,6.00,5.00
2013-08-12,Blue,9.00,9.00
2013-08-09,Oficial,6.00,5.00
2013-08-09,Blue,9.00,9.00
2013-08-08,Oficial,6.00,5.00
2013-08-08,Blue,9.00,9.00
2013-08-05,Oficial,6.00,5.00
2013-08-05,Blue,9.00,8.00
2013-07-31,Oficial,6.00,5.00
2013-07-31,Blue,9.00,9.00
2013-07-30,Oficial,6.00,5.00
2013-07-30,Blue,9.00,9.00
2013-07-29,Oficial,6.00,5.00
2013-07-29,Blue,9.00,9.00
2013-07-23,Oficial,5.00,5.00
2013-07-23,Blue,9.00,9.00
2013-07-22,Oficial,5.00,5.00
2013-07-22,Blue,9.00,9.00
2013-07-17,Oficial,5.00,5.00
2013-07-17,Blue,9.00,9.00
2013-07-16,Oficial,5.00,5.00
2013-07-16,Blue,9.00,9.00
2013-07-15,Oficial,5.00,5.00
2013-07-15,Blue,9.00,8.00
2013-07-12,Oficial,5.00,5.00
2013-07-12,Blue,8.00,8.00
2013-07-11,Oficial,5.00,5.00
2013-07-11,Blue,8.00,8.00
2013-07-10,Oficial,5.00,5.00
2013-07-10,Blue,8.00,8.00
2013-07-08,Oficial,5.00,5.00
2013-07-08,Blue,8.00,8.00
2013-07-05,Oficial,5.00,5.00
2013-07-05,Blue,8.00,8.00
2013-07-04,Oficial,5.00,5.00
2013-07-04,Blue,8.00,8.00
2013-07-03,Oficial,5.00,5.00
2013-07-03,Blue,8.00,8.00
2013-07-02,Oficial,5.00,5.00
2013-07-02,Blue,8.00,8.00
2013-07-01,Oficial,5.00,5.00
2013-07-01,Blue,8.00,8.00
2013-06-28,Oficial,5.00,5.00
2013-06-28,Blue,8.00,8.00
2013-06-27,Oficial,5.00,5.00
2013-06-27,Blue,8.00,8.00
2013-06-26,Oficial,5.00,5.00
2013-06-26,Blue,8.00,8.00
2013-06-25,Oficial,5.00,5.00
2013-06-25,Blue,8.00,8.00
2013-06-24,Oficial,5.00,5.00
2013-06-24,Blue,8.00,8.00
2013-06-19,Oficial,5.00,5.00
2013-06-19,Blue,9.00,8.00
2013-06-18,Oficial,5.00,5.00
2013-06-18,Blue,9.00,8.00
2013-06-17,Oficial,5.00,5.00
2013-06-17,Blue,9.00,8.00
2013-06-14,Oficial,5.00,5.00
2013-06-14,Blue,9.00,8.00
2013-06-13,Oficial,5.00,5.00
2013-06-13,Blue,9.00,8.00
2013-06-12,Oficial,5.00,5.00
2013-06-12,Blue,9.00,8.00
2013-06-11,Oficial,5.00,5.00
2013-06-11,Blue,9.00,8.00
2013-06-10,Oficial,5.00,5.00
2013-06-10,Blue,9.00,8.00
2013-06-07,Oficial,5.00,5.00
2013-06-07,Blue,9.00,8.00
2013-06-06,Oficial,5.00,5.00
2013-06-06,Blue,9.00,8.00
2013-06-05,Oficial,5.00,5.00
2013-06-05,Blue,9.00,8.00
2013-06-04,Oficial,5.00,5.00
2013-06-04,Blue,8.00,8.00
2013-06-03,Oficial,5.00,5.00
2013-06-03,Blue,9.00,8.00
2013-05-31,Oficial,5.00,5.00
2013-05-31,Blue,9.00,9.00
2013-05-30,Oficial,5.00,5.00
2013-05-30,Blue,9.00,9.00
2013-05-29,Oficial,5.00,5.00
2013-05-29,Blue,9.00,9.00
2013-05-28,Oficial,5.00,5.00
2013-05-28,Blue,9.00,9.00
2013-05-27,Oficial,5.00,5.00
2013-05-27,Blue,9.00,9.00
2013-05-24,Oficial,5.00,5.00
2013-05-24,Blue,9.00,9.00
2013-05-23,Oficial,5.00,5.00
2013-05-23,Blue,9.00,9.00
2013-05-22,Oficial,5.00,5.00
2013-05-22,Blue,8.00,8.00
2013-05-21,Oficial,5.00,5.00
2013-05-21,Blue,9.00,8.00
2013-05-20,Oficial,5.00,5.00
2013-05-20,Blue,9.00,9.00
2013-05-17,Oficial,5.00,5.00
2013-05-17,Blue,9.00,9.00
2013-05-16,Oficial,5.00,5.00
2013-05-16,Blue,9.00,9.00
2013-05-15,Oficial,5.00,5.00
2013-05-15,Blue,9.00,9.00
2013-05-14,Oficial,5.00,5.00
2013-05-14,Blue,9.00,9.00
2013-05-13,Oficial,5.00,5.00
2013-05-13,Blue,10.00,10.00
2013-05-10,Oficial,5.00,5.00
2013-05-10,Blue,10.00,10.00
2013-05-09,Oficial,5.00,5.00
2013-05-09,Blue,10.00,10.00
2013-05-08,Oficial,5.00,5.00
2013-05-08,Blue,10.00,10.00
2013-05-07,Oficial,5.00,5.00
2013-05-07,Blue,10.00,10.00
2013-05-06,Oficial,5.00,5.00
2013-05-06,Blue,10.00,10.00
2013-05-03,Oficial,5.00,5.00
2013-05-03,Blue,10.00,10.00
2013-05-02,Oficial,5.00,5.00
2013-05-02,Blue,10.00,10.00
2013-04-30,Oficial,5.00,5.00
2013-04-30,Blue,9.00,9.00
2013-04-29,Oficial,5.00,5.00
2013-04-29,Blue,9.00,9.00
2013-04-26,Oficial,5.00,5.00
2013-04-26,Blue,9.00,9.00
2013-04-25,Oficial,5.00,5.00
2013-04-25,Blue,9.00,9.00
2013-04-24,Oficial,5.00,5.00
2013-04-24,Blue,9.00,9.00
2013-04-23,Oficial,5.00,5.00
2013-04-23,Blue,9.00,9.00
2013-04-22,Oficial,5.00,5.00
2013-04-22,Blue,9.00,9.00
2013-04-19,Oficial,5.00,5.00
2013-04-19,Blue,9.00,9.00
2013-04-18,Oficial,5.00,5.00
2013-04-18,Blue,9.00,9.00
2013-04-17,Oficial,5.00,5.00
2013-04-17,Blue,9.00,9.00
2013-04-16,Oficial,5.00,5.00
2013-04-16,Blue,9.00,8.00
